# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 727K of event 'cycles'
# Event count (approx.): 421628435506
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   server               [.] 0x000000000000871c                        
     0.00%  server   server               [.] 0x000000000000e7f6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000081036                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc16                        
     0.00%  server   server               [.] 0x000000000000a6ec                        
     0.00%  server   server               [.] 0x000000000000a98c                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000a49b                        
     0.00%  server   server               [.] 0x0000000000006b14                        
     0.00%  server   [kernel.kallsyms]    [k] mprotect_fixup                            
     0.00%  server   libc-2.19.so         [.] 0x0000000000097ff0                        
     0.00%  server   server               [.] 0x000000000000550d                        
     0.00%  server   server               [.] 0x0000000000007ebc                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1d2                        
     0.00%  server   [kernel.kallsyms]    [k] jiffies_to_timeval                        
     0.00%  server   server               [.] 0x0000000000008245                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df83                        
     0.00%  server   [kernel.kallsyms]    [k] delayed_work_timer_fn                     
     0.00%  server   server               [.] 0x00000000000065d2                        
     0.00%  server   server               [.] 0x000000000000e58d                        
     0.00%  server   server               [.] 0x0000000000008fe4                        
     0.00%  server   server               [.] 0x000000000000b14b                        
     0.00%  server   [kernel.kallsyms]    [k] perf_event_mmap                           
     0.00%  server   server               [.] 0x000000000000e9b2                        
     0.00%  server   server               [.] 0x00000000000075e3                        
     0.00%  server   server               [.] 0x0000000000006744                        
     0.00%  server   server               [.] 0x0000000000006c29                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f54d                        
     0.00%  server   server               [.] 0x000000000000d270                        
     0.00%  server   [kernel.kallsyms]    [k] irq_work_tick                             
     0.00%  server   server               [.] 0x000000000000a2b6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108143                        
     0.00%  server   server               [.] 0x000000000000c680                        
     0.00%  server   server               [.] 0x000000000000ebe0                        
     0.00%  server   server               [.] 0x00000000000066eb                        
     0.00%  server   server               [.] 0x0000000000007610                        
     0.00%  server   server               [.] 0x00000000000081f2                        
     0.00%  server   server               [.] 0x0000000000007260                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4c8                        
     0.00%  server   server               [.] 0x0000000000009a70                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df6b                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803d7                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e57                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008020e                        
     0.00%  server   server               [.] 0x000000000000690a                        
     0.00%  server   server               [.] 0x000000000000c38f                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b26                        
     0.00%  server   server               [.] 0x0000000000006a21                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb1fc                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e003                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f0d2                        
     0.00%  server   server               [.] 0x000000000000e7a7                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108191                        
     0.00%  server   server               [.] 0x000000000000a14e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009804d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8cd                        
     0.00%  server   server               [.] 0x000000000000cfa8                        
     0.00%  server   server               [.] 0x000000000000b75b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f411                        
     0.00%  server   server               [.] 0x000000000000e7d7                        
     0.00%  server   server               [.] 0x0000000000009253                        
     0.00%  server   server               [.] 0x000000000000a59f                        
     0.00%  server   server               [.] 0x0000000000006a59                        
     0.00%  server   server               [.] 0x000000000000a5bb                        
     0.00%  server   server               [.] 0x000000000000e7b3                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008337c                        
     0.00%  server   server               [.] 0x000000000000b4cf                        
     0.00%  server   server               [.] 0x000000000000e064                        
     0.00%  server   server               [.] 0x000000000000e8e2                        
     0.00%  server   server               [.] 0x000000000000b69d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088ad7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008085f                        
     0.00%  server   server               [.] 0x000000000000d503                        
     0.00%  server   server               [.] 0x00000000000081af                        
     0.00%  server   server               [.] 0x00000000000090a8                        
     0.00%  server   server               [.] 0x000000000000cf31                        
     0.00%  server   server               [.] 0x00000000000064f3                        
     0.00%  server   server               [.] 0x000000000000c847                        
     0.00%  server   server               [.] 0x000000000000ebe8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108146                        
     0.00%  server   server               [.] 0x000000000000dff8                        
     0.00%  server   [kernel.kallsyms]    [k] strlcpy                                   
     0.00%  server   server               [.] 0x00000000000080d2                        
     0.00%  server   libpthread-2.19.so   [.] 0x0000000000012160                        
     0.00%  server   server               [.] 0x0000000000007f68                        
     0.00%  server   server               [.] 0x00000000000092e2                        
     0.00%  server   server               [.] 0x0000000000009976                        
     0.00%  server   [kernel.kallsyms]    [k] __bad_area_nosemaphore                    
     0.00%  server   server               [.] 0x000000000000e59d                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804f8                        
     0.00%  server   server               [.] 0x000000000000c523                        
     0.00%  server   server               [.] 0x0000000000008fa0                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c39f                        
     0.00%  server   server               [.] 0x000000000000ca33                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e68                        
     0.00%  server   [kernel.kallsyms]    [k] generic_exec_single                       
     0.00%  server   server               [.] 0x000000000000ed48                        
     0.00%  server   server               [.] 0x000000000000c50c                        
     0.00%  server   server               [.] 0x0000000000008200                        
     0.00%  server   server               [.] 0x000000000000e917                        
     0.00%  server   server               [.] 0x000000000000b010                        
     0.00%  server   server               [.] 0x000000000000e063                        
     0.00%  server   server               [.] 0x000000000000801b                        
     0.00%  server   server               [.] 0x000000000000e678                        
     0.00%  server   server               [.] 0x000000000000e23f                        
     0.00%  server   server               [.] 0x000000000000ca17                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcba                        
     0.00%  server   server               [.] 0x000000000000e4af                        
     0.00%  server   server               [.] 0x000000000000c692                        
     0.00%  server   server               [.] 0x000000000000b03d                        
     0.00%  server   server               [.] 0x000000000000ab06                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801a7                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800ef                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc0e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f42b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcbe                        
     0.00%  server   server               [.] 0x00000000000086ab                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000141419                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f200                        
     0.00%  server   server               [.] 0x00000000000086bf                        
     0.00%  server   server               [.] 0x0000000000009ae3                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083382                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080773                        
     0.00%  server   server               [.] 0x000000000000cda1                        
     0.00%  server   server               [.] 0x00000000000067b1                        
     0.00%  server   server               [.] 0x000000000000b85c                        
     0.00%  server   server               [.] 0x0000000000006522                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c17da                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec55                        
     0.00%  server   server               [.] 0x0000000000006aa2                        
     0.00%  server   [kernel.kallsyms]    [k] __msecs_to_jiffies                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000806c4                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833de                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080727                        
     0.00%  server   server               [.] 0x000000000000e176                        
     0.00%  server   server               [.] 0x000000000000aa07                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008039f                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000980a8                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b6e6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084de5                        
     0.00%  server   server               [.] 0x000000000000a06d                        
     0.00%  server   [kernel.kallsyms]    [k] free_pages                                
     0.00%  server   libc-2.19.so         [.] 0x000000000007fde5                        
     0.00%  server   server               [.] 0x000000000000ce63                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f14b                        
     0.00%  server   server               [.] 0x000000000000d3dc                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140248                        
     0.00%  server   server               [.] 0x00000000000066d0                        
     0.00%  server   server               [.] 0x000000000000b2fc                        
     0.00%  server   server               [.] 0x000000000000b45f                        
     0.00%  server   server               [.] 0x000000000000ce2b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8a2                        
     0.00%  server   server               [.] 0x0000000000008063                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe71                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b2a                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb4c8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f7ff                        
     0.00%  server   server               [.] 0x00000000000085da                        
     0.00%  server   server               [.] 0x0000000000009100                        
     0.00%  server   server               [.] 0x000000000000a0fa                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008043b                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084f2d                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001527a4                        
     0.00%  server   server               [.] 0x000000000000cc0d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fece                        
     0.00%  server   server               [.] 0x000000000000b179                        
     0.00%  server   server               [.] 0x0000000000009905                        
     0.00%  server   server               [.] 0x00000000000028c0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb5c4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084de0                        
     0.00%  server   [kernel.kallsyms]    [k] native_irq_return_iret                    
     0.00%  server   server               [.] 0x000000000000b0e9                        
     0.00%  server   server               [.] 0x000000000000aaca                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402ab                        
     0.00%  server   server               [.] 0x000000000000a258                        
     0.00%  server   [kernel.kallsyms]    [k] get_pwq.isra.22                           
     0.00%  server   server               [.] 0x000000000000ca23                        
     0.00%  server   server               [.] 0x000000000000aabc                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec51                        
     0.00%  server   server               [.] 0x0000000000009275                        
     0.00%  server   server               [.] 0x000000000000b159                        
     0.00%  server   server               [.] 0x00000000000099ee                        
     0.00%  server   server               [.] 0x000000000000a0f9                        
     0.00%  server   server               [.] 0x0000000000006a1c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f405                        
     0.00%  server   server               [.] 0x000000000000aa00                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e979                        
     0.00%  server   server               [.] 0x0000000000006554                        
     0.00%  server   server               [.] 0x000000000000669f                        
     0.00%  server   server               [.] 0x000000000000a66d                        
     0.00%  server   server               [.] 0x000000000000e179                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df89                        
     0.00%  server   server               [.] 0x0000000000006af2                        
     0.00%  server   server               [.] 0x000000000000ec27                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bffd0                        
     0.00%  server   server               [.] 0x0000000000008276                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f8c7                        
     0.00%  server   server               [.] 0x000000000000a4ea                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc58                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c517                        
     0.00%  server   server               [.] 0x000000000000a3dd                        
     0.00%  server   server               [.] 0x000000000000691d                        
     0.00%  server   [kernel.kallsyms]    [k] clockevents_program_event                 
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4d0                        
     0.00%  server   server               [.] 0x0000000000008106                        
     0.00%  server   server               [.] 0x0000000000006560                        
     0.00%  server   server               [.] 0x000000000000c535                        
     0.00%  server   server               [.] 0x0000000000006a90                        
     0.00%  server   server               [.] 0x0000000000002770                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000806d9                        
     0.00%  server   server               [.] 0x000000000000b3ba                        
     0.00%  server   server               [.] 0x00000000000082d8                        
     0.00%  server   server               [.] 0x000000000000cd5d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec5e                        
     0.00%  server   server               [.] 0x000000000000673c                        
     0.00%  server   server               [.] 0x0000000000006694                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007faf7                        
     0.00%  server   [kernel.kallsyms]    [k] profile_tick                              
     0.00%  server   server               [.] 0x000000000000b4d1                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801ec                        
     0.00%  server   server               [.] 0x000000000000a3e5                        
     0.00%  server   server               [.] 0x000000000000c466                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7f4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108162                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ccb5                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff6c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f56d                        
     0.00%  server   server               [.] 0x000000000000753a                        
     0.00%  server   server               [.] 0x000000000000c822                        
     0.00%  server   server               [.] 0x00000000000067e9                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080248                        
     0.00%  server   server               [.] 0x000000000000c725                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b2e                        
     0.00%  server   server               [.] 0x0000000000009add                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc7d                        
     0.00%  server   server               [.] 0x000000000000a6d0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dec                        
     0.00%  server   server               [.] 0x000000000000aaad                        
     0.00%  server   server               [.] 0x000000000000826f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcde                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080605                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f48a                        
     0.00%  server   server               [.] 0x000000000000c450                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008072e                        
     0.00%  server   server               [.] 0x000000000000c8c5                        
     0.00%  server   server               [.] 0x0000000000008187                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009807d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b11                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803db                        
     0.00%  server   server               [.] 0x0000000000008057                        
     0.00%  server   [kernel.kallsyms]    [k] update_sd_lb_stats                        
     0.00%  server   server               [.] 0x000000000000cd00                        
     0.00%  server   server               [.] 0x00000000000082ff                        
     0.00%  server   server               [.] 0x000000000000b170                        
     0.00%  server   server               [.] 0x0000000000008166                        
     0.00%  server   [kernel.kallsyms]    [k] tcp_rcv_established                       
     0.00%  server   server               [.] 0x000000000000a0f8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b3b                        
     0.00%  server   [kernel.kallsyms]    [k] retint_careful                            
     0.00%  server   server               [.] 0x000000000000a9a0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000014026a                        
     0.00%  server   server               [.] 0x00000000000082e9                        
     0.00%  server   server               [.] 0x000000000000e689                        
     0.00%  server   server               [.] 0x00000000000090f0                        
     0.00%  server   server               [.] 0x0000000000008fb0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7c5                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080755                        
     0.00%  server   server               [.] 0x0000000000008075                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000980ac                        
     0.00%  server   server               [.] 0x000000000000b7d2                        
     0.00%  server   [kernel.kallsyms]    [k] flat_send_IPI_allbutself                  
     0.00%  server   [kernel.kallsyms]    [k] sock_def_wakeup                           
     0.00%  server   server               [.] 0x000000000000c8cd                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f13d                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833d6                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc67                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832f5                        
     0.00%  server   server               [.] 0x000000000000a138                        
     0.00%  server   server               [.] 0x00000000000066e8                        
     0.00%  server   server               [.] 0x00000000000092b1                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb1f9                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140266                        
     0.00%  server   server               [.] 0x000000000000cf5c                        
     0.00%  server   server               [.] 0x000000000000e7a1                        
     0.00%  server   server               [.] 0x000000000000d604                        
     0.00%  server   server               [.] 0x0000000000008517                        
     0.00%  server   server               [.] 0x000000000000ec0c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000107efb                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f08d                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bb7                        
     0.00%  server   server               [.] 0x000000000000ce56                        
     0.00%  server   server               [.] 0x000000000000ce40                        
     0.00%  server   server               [.] 0x000000000000b027                        
     0.00%  server   server               [.] 0x00000000000067ed                        
     0.00%  server   server               [.] 0x000000000000b17e                        
     0.00%  server   server               [.] 0x00000000000075f7                        
     0.00%  server   server               [.] 0x00000000000064db                        
     0.00%  server   server               [.] 0x000000000000d3dd                        
     0.00%  server   server               [.] 0x0000000000008441                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f07b                        
     0.00%  server   server               [.] 0x000000000000c611                        
     0.00%  server   server               [.] 0x000000000000867c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088ba6                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c394                        
     0.00%  server   server               [.] 0x0000000000006a4f                        
     0.00%  server   server               [.] 0x000000000000b3b8                        
     0.00%  server   [kernel.kallsyms]    [k] rcu_advance_cbs                           
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcaf                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdc2                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098053                        
     0.00%  server   server               [.] 0x0000000000006a3c                        
     0.00%  server   server               [.] 0x0000000000007eb5                        
     0.00%  server   [kernel.kallsyms]    [k] vma_adjust                                
     0.00%  server   server               [.] 0x0000000000006753                        
     0.00%  server   server               [.] 0x000000000000aa96                        
     0.00%  server   server               [.] 0x000000000000a818                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801d5                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402de                        
     0.00%  server   server               [.] 0x0000000000008144                        
     0.00%  server   server               [.] 0x000000000000c578                        
     0.00%  server   server               [.] 0x000000000000c404                        
     0.00%  server   server               [.] 0x0000000000006a0f                        
     0.00%  server   server               [.] 0x00000000000065af                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f7b5                        
     0.00%  server   server               [.] 0x000000000000b751                        
     0.00%  server   server               [.] 0x00000000000099a7                        
     0.00%  server   server               [.] 0x0000000000008481                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000ebf76                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009808c                        
     0.00%  server   server               [.] 0x00000000000073a3                        
     0.00%  server   server               [.] 0x0000000000009a78                        
     0.00%  server   server               [.] 0x000000000000aa3e                        
     0.00%  server   server               [.] 0x000000000000990d                        
     0.00%  server   server               [.] 0x000000000000a50a                        
     0.00%  server   server               [.] 0x000000000000b764                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f45b                        
     0.00%  server   [kernel.kallsyms]    [k] lapic_next_deadline                       
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff5c                        
     0.00%  server   server               [.] 0x0000000000006c2c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080746                        
     0.00%  server   server               [.] 0x0000000000008e73                        
     0.00%  server   server               [.] 0x0000000000008663                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e97d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c20                        
     0.00%  server   server               [.] 0x0000000000008018                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000150147                        
     0.00%  server   server               [.] 0x00000000000086a7                        
     0.00%  server   server               [.] 0x000000000000d455                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ed93                        
     0.00%  server   server               [.] 0x00000000000067ba                        
     0.00%  server   server               [.] 0x000000000000b241                        
     0.00%  server   server               [.] 0x00000000000068e8                        
     0.00%  server   server               [.] 0x000000000000e71d                        
     0.00%  server   server               [.] 0x000000000000e9a5                        
     0.00%  server   server               [.] 0x000000000000e955                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dc5                        
     0.00%  server   server               [.] 0x000000000000a059                        
     0.00%  server   server               [.] 0x000000000000a6e8                        
     0.00%  server   server               [.] 0x00000000000066d5                        
     0.00%  server   server               [.] 0x0000000000006ba2                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827dc                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000806c8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df54                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc54                        
     0.00%  server   server               [.] 0x000000000000e8e6                        
     0.00%  server   server               [.] 0x00000000000080db                        
     0.00%  server   server               [.] 0x000000000000f393                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000150500                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008041c                        
     0.00%  server   server               [.] 0x000000000000e25d                        
     0.00%  server   server               [.] 0x000000000000b4c8                        
     0.00%  server   server               [.] 0x000000000000aa41                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f078                        
     0.00%  server   [kernel.kallsyms]    [k] dequeue_rt_stack                          
     0.00%  server   server               [.] 0x000000000000825d                        
     0.00%  server   server               [.] 0x000000000000aacf                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff77                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140570                        
     0.00%  server   server               [.] 0x000000000000a7f4                        
     0.00%  server   server               [.] 0x0000000000008407                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000082dfd                        
     0.00%  server   server               [.] 0x00000000000083fe                        
     0.00%  server   server               [.] 0x000000000000a7e8                        
     0.00%  server   server               [.] 0x000000000000731b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc12                        
     0.00%  server   server               [.] 0x000000000000ce83                        
     0.00%  server   server               [.] 0x000000000000a9e0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088bcc                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c38f                        
     0.00%  server   server               [.] 0x000000000000ddf9                        
     0.00%  server   server               [.] 0x000000000000cd90                        
     0.00%  server   server               [.] 0x0000000000008f99                        
     0.00%  server   server               [.] 0x0000000000007595                        
     0.00%  server   server               [.] 0x000000000000652f                        
     0.00%  server   server               [.] 0x000000000000c543                        
     0.00%  server   server               [.] 0x0000000000006532                        
     0.00%  server   server               [.] 0x000000000000a646                        
     0.00%  server   server               [.] 0x000000000000c916                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe5e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe52                        
     0.00%  server   server               [.] 0x000000000000c872                        
     0.00%  server   server               [.] 0x000000000000813a                        
     0.00%  server   [kernel.kallsyms]    [k] update_rq_clock                           
     0.00%  server   libc-2.19.so         [.] 0x0000000000108167                        
     0.00%  server   [kernel.kallsyms]    [k] calc_global_load_tick                     
     0.00%  server   server               [.] 0x000000000000929c                        
     0.00%  server   [kernel.kallsyms]    [k] __free_slab                               
     0.00%  server   server               [.] 0x000000000000d463                        
     0.00%  server   server               [.] 0x000000000000a22f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec43                        
     0.00%  server   server               [.] 0x000000000000a987                        
     0.00%  server   server               [.] 0x000000000000e74a                        
     0.00%  server   server               [.] 0x0000000000008174                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ee80                        
     0.00%  server   server               [.] 0x000000000000865e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fc8a                        
     0.00%  server   [kernel.kallsyms]    [k] __init_rwsem                              
     0.00%  server   [kernel.kallsyms]    [k] __memcpy                                  
     0.00%  server   server               [.] 0x000000000000aa1a                        
     0.00%  server   server               [.] 0x0000000000008092                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bdb                        
     0.00%  server   server               [.] 0x0000000000008654                        
     0.00%  server   server               [.] 0x000000000000e6ad                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c35a                        
     0.00%  server   server               [.] 0x000000000000cc24                        
     0.00%  server   server               [.] 0x000000000000d43c                        
     0.00%  server   [kernel.kallsyms]    [k] __remove_hrtimer                          
     0.00%  server   server               [.] 0x000000000000a6e1                        
     0.00%  server   server               [.] 0x000000000000e7e0                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b7c8                        
     0.00%  server   server               [.] 0x00000000000066e9                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff6a                        
     0.00%  server   server               [.] 0x000000000000e11a                        
     0.00%  server   server               [.] 0x000000000000a6d4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083341                        
     0.00%  server   server               [.] 0x00000000000067f9                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000981cd                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827f0                        
     0.00%  server   server               [.] 0x000000000000c539                        
     0.00%  server   server               [.] 0x000000000000aa57                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080799                        
     0.00%  server   [kernel.kallsyms]    [k] eventfd_poll                              
     0.00%  server   libc-2.19.so         [.] 0x0000000000080687                        
     0.00%  server   server               [.] 0x000000000000756e                        
     0.00%  server   server               [.] 0x000000000000de0e                        
     0.00%  server   server               [.] 0x000000000000c3e9                        
     0.00%  server   server               [.] 0x000000000000a2ef                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c3b7                        
     0.00%  server   server               [.] 0x000000000000a2f2                        
     0.00%  server   server               [.] 0x0000000000008e69                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bb9                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080461                        
     0.00%  server   server               [.] 0x000000000000b7b6                        
     0.00%  server   server               [.] 0x000000000000a11b                        
     0.00%  server   server               [.] 0x0000000000008257                        
     0.00%  server   server               [.] 0x000000000000aae4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f844                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088be6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b3e                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbeb                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb5c9                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fc84                        
     0.00%  server   server               [.] 0x000000000000a4ca                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008102b                        
     0.00%  server   server               [.] 0x000000000000651e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c24                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008039d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083236                        
     0.00%  server   server               [.] 0x000000000000e4c1                        
     0.00%  server   server               [.] 0x000000000000a8bb                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ccc4                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bffb8                        
     0.00%  server   server               [.] 0x000000000000e4a6                        
     0.00%  server   server               [.] 0x000000000000e665                        
     0.00%  server   server               [.] 0x00000000000067da                        
     0.00%  server   server               [.] 0x000000000000e597                        
     0.00%  server   server               [.] 0x000000000000a0fe                        
